,ID,Car_Owned,Bike_Owned,Active_Loan,House_Own,Child_Count,Own_House_Age,Mobile_Tag,Homephone_Tag,Workphone_Working,Client_Family_Members,Cleint_City_Rating,Application_Process_Day,Application_Process_Hour,Score_Source_1,Score_Source_2,Social_Circle_Default,Phone_Change,Credit_Bureau,Default,Alone,Group,Kids,Others,Partner,Relative,Commercial,Govt Job,Service,Graduation,Graduation dropout,Junior secondary,Post Grad,Secondary,D,M,S,W,Female,Male,CL,RL,Family,Home,Municipal,Office,Rental,Shared,Accountants,Cleaning,Cooking,Core,Drivers,HR,High skill tech,IT,Laborers,Low-skill Laborers,Managers,Medicine,Private service,Realty agents,Sales,Secretaries,Security,Waiters/barmen,No,Yes
16035,12207345,1.0,1.0,0.0,1.0,2.0,12.0,1,0,0,4.0,1.0,4.0,13.0,0.611171846,0.754499349,0.0598,1976.0,2.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
16108,12161426,1.0,1.0,1.0,0.0,2.0,7.0,1,0,1,4.0,2.0,1.0,9.0,0.501145324,0.341186804,0.032,430.0,5.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16155,12192975,1.0,0.0,1.0,1.0,1.0,10.0,1,0,0,3.0,2.0,1.0,14.0,0.34850370799999997,0.259807642,0.1897,1834.0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
16459,12163643,1.0,0.0,0.0,1.0,0.0,10.0,1,1,1,2.0,2.0,3.0,12.0,0.498908932,0.564784643,0.1165,1727.0,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
16501,12150942,1.0,0.0,0.0,1.0,0.0,7.0,1,0,0,2.0,1.0,5.0,13.0,0.458067458,0.6861705570000001,0.0928,2043.0,2.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
16504,12132973,1.0,0.0,1.0,1.0,1.0,8.0,1,0,0,3.0,3.0,3.0,12.0,0.599063315,0.7514896240000001,0.0412,731.0,2.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
16528,12165965,1.0,0.0,0.0,1.0,0.0,2.0,1,1,1,2.0,2.0,1.0,16.0,0.661634243,0.334577643,0.2825,1233.0,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
16585,12106764,1.0,1.0,1.0,1.0,0.0,9.0,1,0,1,1.0,2.0,4.0,17.0,0.563762319,0.684996835,0.1485,1629.0,2.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16713,12207396,1.0,0.0,1.0,0.0,1.0,10.0,1,0,0,3.0,2.0,6.0,8.0,0.41483698399999996,0.619888741,0.1124,1361.0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
16829,12160945,1.0,0.0,0.0,0.0,2.0,13.0,1,0,0,4.0,2.0,2.0,19.0,0.18674123899999998,0.356975721,0.0505,0.0,0.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
16897,12129078,1.0,1.0,1.0,1.0,0.0,11.0,1,0,0,1.0,2.0,2.0,14.0,0.876764815,0.610831265,0.2603,478.0,6.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
16901,12218185,1.0,0.0,1.0,1.0,0.0,65.0,1,0,1,1.0,2.0,4.0,15.0,0.28258358100000003,0.263241125,0.0175,946.0,4.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
16923,12183378,1.0,1.0,1.0,0.0,1.0,4.0,1,0,0,2.0,2.0,3.0,11.0,0.477783875,0.603764902,0.0423,0.0,2.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16939,12177129,1.0,0.0,1.0,1.0,1.0,22.0,1,0,0,3.0,2.0,5.0,13.0,0.41518678700000006,0.660608399,0.068,525.0,2.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
16969,12207346,1.0,0.0,0.0,1.0,0.0,7.0,1,0,1,2.0,2.0,3.0,17.0,0.903781853,0.7115088,0.1292,2064.0,2.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
16972,12205617,1.0,0.0,0.0,0.0,0.0,7.0,1,1,1,1.0,2.0,1.0,17.0,0.7675738990000001,0.378441646,0.1227,336.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
17019,12209641,1.0,0.0,1.0,1.0,1.0,2.0,1,1,0,3.0,2.0,4.0,9.0,0.214019595,0.554140661,0.0165,525.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17093,12116063,1.0,0.0,0.0,1.0,0.0,10.0,1,0,0,2.0,2.0,5.0,18.0,0.738518503,0.687412389,0.0753,1730.0,1.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
17183,12129320,1.0,0.0,0.0,1.0,1.0,13.0,1,0,0,3.0,2.0,1.0,9.0,0.07510582,0.46085173399999996,0.0742,888.0,6.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
17287,12135879,1.0,1.0,1.0,0.0,0.0,6.0,1,0,0,1.0,1.0,5.0,18.0,0.7321188890000001,0.73243025,0.0866,1860.0,5.0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17368,12116035,1.0,0.0,0.0,1.0,0.0,13.0,1,0,1,1.0,2.0,3.0,17.0,0.168668095,0.67363136,0.0619,685.0,2.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
17423,12171629,1.0,0.0,0.0,0.0,2.0,21.0,1,0,1,3.0,2.0,4.0,9.0,0.158067104,0.36436767600000003,0.0227,714.0,4.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
17463,12150242,1.0,0.0,1.0,0.0,2.0,1.0,1,0,0,4.0,2.0,5.0,9.0,0.318496354,0.688984332,0.1979,2432.0,0.0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17556,12175218,1.0,1.0,0.0,0.0,0.0,1.0,1,1,1,2.0,2.0,4.0,15.0,0.47756332799999995,0.524659428,0.5629,1650.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17565,12196679,1.0,1.0,1.0,0.0,2.0,6.0,1,0,0,4.0,2.0,6.0,14.0,0.345381361,0.519530626,0.0227,406.0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
17577,12212100,1.0,0.0,0.0,0.0,0.0,4.0,1,0,0,2.0,2.0,1.0,13.0,0.674831513,0.616156424,0.5845,1792.0,4.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
17630,12169540,1.0,0.0,0.0,0.0,0.0,20.0,1,0,0,2.0,2.0,4.0,4.0,0.595461455,0.422770927,0.2165,420.0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17766,12192700,1.0,0.0,1.0,0.0,1.0,8.0,1,0,0,3.0,2.0,3.0,16.0,0.47649821,0.673895725,0.033,1873.0,2.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
17821,12207187,1.0,1.0,0.0,1.0,0.0,3.0,1,0,0,2.0,1.0,6.0,15.0,0.524920625,0.735244935,0.1247,712.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
17933,12105549,1.0,0.0,0.0,1.0,2.0,10.0,1,1,1,4.0,2.0,6.0,14.0,0.094261081,0.598274777,0.2598,2443.0,1.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
17977,12124717,1.0,0.0,0.0,1.0,1.0,3.0,1,0,1,2.0,1.0,1.0,19.0,0.605996203,0.7395007840000001,0.2852,239.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
18032,12200160,1.0,0.0,0.0,1.0,1.0,1.0,1,0,0,3.0,2.0,6.0,14.0,0.589752893,0.485720769,0.3361,433.0,4.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
18120,12133274,1.0,0.0,0.0,1.0,0.0,13.0,1,0,0,1.0,3.0,3.0,9.0,0.416934929,0.429482,0.033,0.0,3.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
18134,12164907,1.0,0.0,0.0,1.0,2.0,11.0,1,0,0,3.0,2.0,6.0,14.0,0.56677301,0.5719088929999999,0.0,0.0,4.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
18277,12157615,1.0,1.0,0.0,1.0,1.0,8.0,1,0,0,2.0,2.0,2.0,14.0,0.436375843,0.274646255,0.033,2285.0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
18322,12185452,1.0,0.0,0.0,1.0,0.0,24.0,1,0,1,2.0,2.0,4.0,11.0,0.781068179,0.679583577,0.2165,1127.0,2.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18323,12125958,1.0,0.0,1.0,0.0,2.0,6.0,1,1,1,4.0,2.0,1.0,18.0,0.74386812,0.585126255,0.2317,216.0,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18347,12175364,1.0,0.0,1.0,1.0,1.0,7.0,1,0,1,3.0,1.0,1.0,13.0,0.544247854,0.752651693,0.0687,327.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
18369,12181097,1.0,0.0,0.0,1.0,0.0,2.0,1,0,1,2.0,2.0,4.0,20.0,0.563860144,0.614873,0.0825,2477.0,4.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
18377,12169065,1.0,1.0,1.0,1.0,0.0,7.0,1,0,0,2.0,2.0,5.0,15.0,0.732515699,0.633622812,0.0351,1760.0,2.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
18396,12219371,1.0,0.0,0.0,1.0,2.0,18.0,1,0,0,4.0,2.0,4.0,7.0,0.262213691,0.67398222,0.0165,899.0,0.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18466,12180106,1.0,0.0,1.0,0.0,0.0,6.0,1,0,0,2.0,2.0,5.0,17.0,0.5996385470000001,0.729380885,0.0598,1095.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
18501,12158424,1.0,1.0,0.0,1.0,3.0,3.0,1,0,0,5.0,2.0,3.0,14.0,0.814467362,0.426954813,0.1856,0.0,2.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
18514,12167636,1.0,0.0,1.0,1.0,0.0,3.0,1,0,0,2.0,1.0,5.0,13.0,0.490090605,0.7518161879999999,0.3581,3355.0,4.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18516,12118380,1.0,1.0,0.0,0.0,0.0,2.0,1,0,1,1.0,2.0,3.0,17.0,0.557596202,0.565187734,0.0557,1707.0,0.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18534,12181392,1.0,0.0,0.0,1.0,0.0,4.0,1,0,1,2.0,2.0,5.0,12.0,0.737015282,0.5699321970000001,0.0821,1485.0,0.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18537,12122410,1.0,1.0,1.0,1.0,2.0,9.0,1,0,0,3.0,2.0,3.0,13.0,0.20050478100000002,0.618295307,0.1113,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
18554,12181629,1.0,0.0,1.0,1.0,0.0,6.0,1,0,0,2.0,2.0,6.0,10.0,0.696393591,0.606894239,0.1505,1253.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
18684,12184800,1.0,0.0,0.0,1.0,1.0,6.0,1,0,0,3.0,2.0,1.0,11.0,0.479107337,0.698111939,0.1976,1567.0,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18732,12135085,1.0,0.0,0.0,1.0,0.0,8.0,1,0,0,2.0,2.0,2.0,12.0,0.748313962,0.627080536,0.2216,1021.0,1.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18738,12139460,1.0,0.0,0.0,1.0,0.0,3.0,1,0,0,2.0,2.0,6.0,12.0,0.35118782200000004,0.589123113,0.1237,1859.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18773,12173729,1.0,1.0,0.0,1.0,0.0,19.0,1,1,1,2.0,2.0,3.0,8.0,0.645464611,0.376514664,0.0124,1575.0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
18841,12138154,1.0,1.0,0.0,1.0,0.0,3.0,1,0,0,2.0,3.0,3.0,3.0,0.277628447,0.411034047,0.1031,1100.0,4.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
18883,12173046,1.0,0.0,0.0,1.0,0.0,7.0,1,0,0,2.0,2.0,1.0,10.0,0.68993768,0.671811473,0.1412,2.0,0.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
19081,12213438,1.0,1.0,0.0,1.0,1.0,17.0,1,0,1,3.0,2.0,5.0,17.0,0.36772426399999997,0.742618514,0.1031,1913.0,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
19098,12191472,1.0,0.0,1.0,0.0,0.0,12.0,1,0,1,2.0,2.0,5.0,14.0,0.574303672,0.415817306,0.1969,981.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
19099,12114773,1.0,0.0,1.0,1.0,2.0,8.0,1,1,0,4.0,2.0,6.0,13.0,0.5510186739999999,0.6907808529999999,0.0825,3244.0,1.0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19107,12147768,1.0,1.0,0.0,0.0,0.0,12.0,1,1,1,2.0,1.0,3.0,13.0,0.476570975,0.619094923,0.0619,1708.0,6.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19179,12153904,1.0,1.0,1.0,1.0,0.0,2.0,1,0,1,1.0,1.0,2.0,18.0,0.414950714,0.72668343,0.1,507.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
19265,12218804,1.0,0.0,0.0,1.0,0.0,7.0,1,0,0,1.0,1.0,5.0,13.0,0.194017511,0.721629607,0.6155,1002.0,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19323,12100738,1.0,0.0,0.0,1.0,1.0,13.0,1,0,0,3.0,2.0,2.0,17.0,0.18393847800000002,0.63310486,0.0619,3106.0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19409,12117455,1.0,0.0,0.0,0.0,0.0,14.0,1,0,1,2.0,1.0,5.0,13.0,0.09510288,0.612851481,0.0804,581.0,2.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19510,12214537,1.0,0.0,0.0,1.0,0.0,18.0,1,0,1,2.0,2.0,1.0,15.0,0.547171185,0.32182125300000003,0.3309,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
19573,12211050,1.0,0.0,1.0,1.0,1.0,2.0,1,0,0,3.0,2.0,4.0,14.0,0.239808331,0.289442323,0.0784,1045.0,2.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
19595,12135217,1.0,0.0,0.0,0.0,0.0,24.0,1,0,0,2.0,2.0,4.0,14.0,0.471640777,0.666729195,0.0742,0.0,1.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
19690,12148040,1.0,0.0,0.0,0.0,0.0,3.0,1,1,0,2.0,1.0,1.0,18.0,0.757836827,0.6845909020000001,0.0828,803.0,3.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19803,12122470,1.0,1.0,1.0,1.0,0.0,10.0,1,0,0,2.0,3.0,6.0,9.0,0.273766352,0.357312103,0.3232,1582.0,3.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
19857,12209211,1.0,1.0,1.0,0.0,1.0,64.0,1,0,0,3.0,3.0,3.0,11.0,0.524157849,0.5697821120000001,0.0371,420.0,0.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
19902,12130044,1.0,1.0,1.0,1.0,1.0,18.0,1,0,1,3.0,3.0,3.0,10.0,0.127109235,0.301287845,0.1031,1064.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19948,12215235,1.0,0.0,0.0,1.0,1.0,2.0,1,0,1,3.0,3.0,6.0,12.0,0.5260491429999999,0.316300724,0.3536,890.0,3.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
20005,12152071,1.0,0.0,0.0,0.0,0.0,20.0,1,0,0,2.0,2.0,6.0,13.0,0.29168764399999997,0.380985985,0.0773,0.0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
20389,12214828,1.0,0.0,1.0,1.0,1.0,7.0,1,0,1,3.0,2.0,2.0,10.0,0.311509925,0.713354585,0.5309,1285.0,3.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
20407,12129197,1.0,1.0,1.0,1.0,0.0,9.0,1,1,0,1.0,3.0,3.0,8.0,0.6611710160000001,0.444021457,0.0165,1573.0,1.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20419,12122668,1.0,1.0,0.0,1.0,0.0,6.0,1,1,1,2.0,2.0,5.0,14.0,0.678448197,0.603989832,0.0722,635.0,1.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20451,12129219,1.0,0.0,1.0,1.0,1.0,4.0,1,0,0,3.0,1.0,6.0,12.0,0.827029563,0.661612753,0.1969,814.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
20506,12126775,1.0,1.0,0.0,1.0,0.0,8.0,1,0,0,2.0,2.0,1.0,17.0,0.8564143320000001,0.729782115,0.0351,0.0,1.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
